Name,Danger,Magician level,Remarks,Scores,Absenses,Lupin coef,Quidditch,Disease,Beans,Teacher,StickLevel,Volan-De-Mort
Ron,45,8,22,1,46,0.93,42,0.96,2,Mcgonagall,4,9
George,46,2,29,2,57,1.65,9,0.57,4,Hagrid,1,2
Hermiona,37,8,19,2,0,1.55,0,0.38,4,Snape,4,1
Crabbe,24,2,14,2,41,1.05,0,0.27,4,Lupin,2,3
Goyle,31,8,22,2,39,2.63,0,0.37,4,Snape,4,6
Draco,14,4,26,2,38,1.11,16,0.38,4,Sprout,4,8
Ginny,2,2,9,3,21,0.59,9,0.21,3,Trelawney,2,10
Goyle,36,6,22,2,39,2.55,0,0.37,4,Snape,3,1
Fred,19,8,18,2,27,1.03,2,0.31,4,Hagrid,4,10
Crabbe,21,3,0,2,27,0.75,0,0.27,4,Hagrid,3,6
Draco,12,3,0,2,12,0.43,10,0.32,4,Dumbledore,3,10
Sedric,37,6,28,2,42,2.33,2,0.46,4,Sprout,2,7
Draco,15,12,15,2,27,1.49,5,0.27,4,Hagrid,4,7
Hermiona,29,1,26,2,0,0.76,0,0.38,4,Mcgonagall,1,9
Ginny,2,2,0,3,12,0.11,0,0.12,3,Dumbledore,2,10
Harry,44,8,6,0,17,0.0,16,0.67,0,Snape,4,7
Fred,26,6,0,2,9,0.36,20,0.49,4,Snape,2,3
Crabbe,24,9,11,2,38,1.25,0,0.27,4,Sprout,3,3
Goyle,31,3,26,2,43,1.25,0,0.37,4,Lupin,3,6
George,45,3,29,2,57,1.03,9,0.57,4,Hagrid,1,3
Ginny,10,3,9,3,21,0.4,9,0.21,3,Trelawney,1,2
George,45,9,18,2,46,2.26,2,0.5,4,Sprout,3,3
Crabbe,22,12,11,2,38,0.91,0,0.27,4,Sprout,4,5
Ginny,8,8,1,3,13,0.56,1,0.13,3,Lupin,4,4
Goyle,28,1,26,2,43,1.19,0,0.37,4,Lupin,1,9
Sedric,41,6,13,2,27,0.75,17,0.61,4,Hagrid,2,3
George,44,6,23,2,51,2.4,3,0.51,4,Trelawney,3,4
Ron,1,2,22,1,46,0.25,42,0.46,2,Mcgonagall,1,3
Fred,19,4,0,2,9,0.26,20,0.49,4,Snape,2,10
Fred,28,2,7,2,16,1.25,13,0.42,4,Mcgonagall,2,1
Sedric,37,9,5,2,19,0.92,25,0.69,4,Snape,3,7
Hermiona,30,12,0,2,0,1.25,0,0.38,4,Dumbledore,4,8
Ron,44,3,3,1,27,0.0,23,0.77,2,Hagrid,1,10
Crabbe,24,6,14,2,41,1.67,0,0.27,4,Lupin,3,3
Sedric,38,1,7,2,21,0.0,23,0.67,4,Trelawney,1,6
Goyle,29,3,29,2,46,1.27,0,0.37,4,Sprout,1,8
Draco,13,8,15,2,27,1.16,5,0.27,4,Hagrid,4,9
Ron,49,2,19,1,43,0.0,39,0.93,2,Lupin,1,5
Ginny,9,4,27,3,39,0.75,27,0.39,3,Snape,2,3
Hermiona,33,4,0,2,0,1.37,0,0.38,4,Dumbledore,4,5
Draco,12,9,3,2,15,0.54,7,0.29,4,Snape,3,10
Crabbe,23,2,11,2,38,0.47,0,0.27,4,Sprout,1,4
Goyle,36,2,0,2,17,0.0,0,0.37,4,Dumbledore,1,1
Ron,47,4,3,1,27,0.69,23,0.77,2,Hagrid,2,7
Crabbe,18,4,14,2,41,0.44,0,0.27,4,Lupin,2,9
Hermiona,31,9,29,2,0,2.64,0,0.38,4,Hagrid,3,7
Sedric,34,12,12,2,26,2.29,18,0.62,4,Mcgonagall,4,10
Sedric,38,6,7,2,21,1.25,23,0.67,4,Trelawney,2,6
Draco,21,8,10,2,22,1.54,0,0.22,4,Mcgonagall,4,1
Crabbe,18,12,18,2,45,1.79,0,0.27,4,Snape,4,9
George,47,8,11,2,39,1.61,9,0.57,4,Snape,4,1
Fred,28,1,4,2,13,0.7,16,0.45,4,Lupin,1,1
Ginny,8,6,0,3,12,0.53,0,0.12,3,Dumbledore,3,4
Harry,42,3,25,0,36,0.0,35,0.86,0,Sprout,1,9
George,41,9,11,2,39,2.29,9,0.57,4,Snape,3,7
Goyle,29,9,0,2,17,1.04,0,0.37,4,Dumbledore,3,8
Fred,24,4,12,2,21,1.79,8,0.37,4,Trelawney,4,5
Draco,12,2,1,2,13,0.18,9,0.31,4,Lupin,1,10
Fred,25,2,12,2,21,0.81,8,0.37,4,Trelawney,1,4
George,39,9,4,2,32,1.89,16,0.64,4,Mcgonagall,3,9
Fred,24,4,18,2,27,0.58,2,0.31,4,Hagrid,2,5
Harry,42,4,10,0,21,0.0,20,0.71,0,Trelawney,4,9
Draco,19,6,15,2,27,1.22,5,0.27,4,Hagrid,2,3
George,44,3,4,2,32,0.0,16,0.64,4,Mcgonagall,1,4
George,45,9,0,2,28,1.61,20,0.68,4,Dumbledore,3,3
Fred,19,2,4,2,13,0.51,16,0.45,4,Lupin,1,10
Harry,44,6,10,0,21,0.0,20,0.71,0,Trelawney,3,7
Hermiona,33,12,18,2,0,1.41,0,0.38,4,Sprout,4,5
Hermiona,37,4,15,2,0,0.72,0,0.38,4,Lupin,2,1
Ron,0,4,0,1,24,0.0,20,0.24,2,Dumbledore,4,4
Ginny,10,3,9,3,21,0.63,9,0.21,3,Trelawney,3,2
Fred,25,3,23,2,32,1.72,3,0.32,4,Sprout,3,4
Harry,49,1,2,0,13,0.0,12,0.63,0,Lupin,1,2
Draco,15,6,10,2,22,1.1,0,0.22,4,Mcgonagall,3,7
Sedric,42,3,5,2,19,1.03,25,0.69,4,Snape,3,2
Draco,12,1,3,2,15,0.21,7,0.29,4,Snape,1,10
Sedric,41,9,13,2,27,2.37,17,0.61,4,Hagrid,3,3
Sedric,40,1,0,2,14,0.0,30,0.74,4,Dumbledore,1,4
Harry,48,4,25,0,36,0.0,35,0.86,0,Sprout,4,3
Crabbe,21,6,0,2,27,0.75,0,0.27,4,Dumbledore,2,6
Ginny,2,3,0,3,12,0.11,0,0.12,3,Dumbledore,3,10
George,46,6,18,2,46,1.77,2,0.5,4,Sprout,2,2
Draco,17,12,26,2,38,2.14,16,0.38,4,Sprout,4,5
Sedric,41,6,7,2,21,2.11,23,0.67,4,Trelawney,3,3
Ron,45,1,15,1,39,0.42,35,0.89,2,Snape,1,9
Sedric,39,12,28,2,42,2.79,2,0.46,4,Sprout,4,5
George,44,4,0,2,28,1.22,20,0.68,4,Dumbledore,2,4
Draco,18,8,9,2,21,1.34,1,0.23,4,Trelawney,4,4
Harry,47,6,10,0,21,0.0,20,0.71,0,Trelawney,3,4
Ron,0,4,22,1,46,0.46,42,0.46,2,Sprout,4,4
Hermiona,32,2,18,2,0,1.1,0,0.38,4,Sprout,1,6
Crabbe,19,4,14,2,41,0.91,0,0.27,4,Lupin,4,8
Sedric,42,9,0,2,14,1.51,30,0.74,4,Dumbledore,3,2
Goyle,33,1,0,2,17,0.46,0,0.37,4,Dumbledore,1,4
Draco,13,2,10,2,22,0.64,0,0.22,4,Mcgonagall,2,9
Harry,46,12,9,0,20,0.0,19,0.7,0,Mcgonagall,4,5
Ron,2,1,19,1,43,0.15,39,0.43,2,Lupin,1,2
Goyle,30,6,0,2,17,0.83,0,0.37,4,Dumbledore,2,7
Goyle,31,8,29,2,46,2.5,0,0.37,4,Sprout,4,6
Crabbe,22,3,6,2,33,0.62,0,0.27,4,Trelawney,1,5
Harry,0,4,25,0,36,0.0,35,0.36,0,Sprout,2,1
Draco,20,4,26,2,38,1.28,16,0.38,4,Sprout,2,2
Hermiona,29,6,26,2,0,2.42,0,0.38,4,Mcgonagall,3,9
George,39,3,11,2,39,0.0,9,0.57,4,Snape,1,9
Harry,0,12,2,0,13,0.0,12,0.13,0,Lupin,4,1
Harry,41,1,0,0,11,0.0,10,0.61,0,Dumbledore,1,10
Crabbe,22,1,25,2,52,0.0,0,0.27,4,Mcgonagall,1,5
Sedric,43,8,29,2,43,3.58,1,0.45,4,Lupin,4,1
Crabbe,26,6,14,2,41,1.11,0,0.27,4,Lupin,2,1
Crabbe,21,1,0,2,27,0.46,0,0.27,4,Dumbledore,1,6
Goyle,29,2,0,2,17,0.64,0,0.37,4,Dumbledore,1,8
Ron,2,2,22,1,46,0.17,42,0.46,2,Sprout,1,2
Hermiona,36,1,18,2,0,1.19,0,0.38,4,Sprout,1,2
Draco,20,6,3,2,15,0.82,7,0.29,4,Snape,3,2
Harry,44,2,16,0,27,0.0,26,0.77,0,Hagrid,2,7
Draco,21,4,9,2,21,1.08,1,0.23,4,Trelawney,2,1
Hermiona,30,1,29,2,0,0.82,0,0.38,4,Hagrid,1,8
Sedric,38,12,12,2,26,2.48,18,0.62,4,Mcgonagall,4,6
Harry,45,4,10,0,21,0.0,20,0.71,0,Trelawney,4,6
Fred,27,1,7,2,16,0.47,13,0.42,4,Mcgonagall,1,2
George,47,6,29,2,57,3.34,9,0.57,4,Hagrid,3,1
Ginny,5,8,0,3,12,0.31,0,0.12,3,Dumbledore,4,7
Ginny,11,2,27,3,39,1.58,27,0.39,3,Snape,2,1
Ginny,4,8,9,3,21,0.97,9,0.21,3,Trelawney,4,8
Fred,27,1,7,2,16,0.0,13,0.42,4,Mcgonagall,1,2
Goyle,35,12,4,2,21,1.08,0,0.37,4,Trelawney,4,2
Ginny,4,4,0,3,12,0.22,0,0.12,3,Dumbledore,2,8
Sedric,38,4,29,2,43,2.79,1,0.45,4,Lupin,4,6
George,45,6,11,2,39,2.01,9,0.57,4,Snape,3,3
Ron,49,3,0,1,24,0.34,20,0.74,2,Dumbledore,1,5
Ginny,10,6,20,3,32,1.61,20,0.32,3,Mcgonagall,2,2
Ron,1,12,27,1,51,0.7,47,0.51,2,Trelawney,4,3
Goyle,32,2,10,2,27,0.0,0,0.37,4,Hagrid,1,5
George,40,8,18,2,46,1.61,2,0.5,4,Sprout,4,8
Hermiona,29,8,15,2,0,1.22,0,0.38,4,Lupin,4,9
George,46,12,4,2,32,2.48,16,0.64,4,Mcgonagall,4,2
Fred,23,3,0,2,9,0.82,20,0.49,4,Dumbledore,3,6
George,41,6,18,2,46,1.3,2,0.5,4,Sprout,3,7
Crabbe,21,1,25,2,52,1.01,0,0.27,4,Mcgonagall,1,6
Sedric,35,6,5,2,19,1.43,25,0.69,4,Snape,2,9
Ron,45,6,15,1,39,1.08,35,0.89,2,Snape,3,9
Hermiona,35,2,15,2,0,0.69,0,0.38,4,Lupin,1,3
Goyle,27,1,15,2,32,0.92,0,0.37,4,Mcgonagall,1,10
Goyle,29,3,26,2,43,0.76,0,0.37,4,Lupin,1,8
Ginny,6,12,4,3,16,0.62,4,0.16,3,Sprout,4,6
Harry,41,2,25,0,36,0.0,35,0.86,0,Sprout,2,10
Goyle,33,6,15,2,32,2.11,0,0.37,4,Mcgonagall,3,4
Hermiona,36,8,23,2,0,2.93,0,0.38,4,Trelawney,4,2
Crabbe,23,2,6,2,33,1.04,0,0.27,4,Trelawney,2,4
Draco,13,12,26,2,38,1.08,16,0.38,4,Sprout,4,9
Sedric,34,1,0,2,14,0.47,30,0.74,4,Dumbledore,1,10
Harry,42,2,6,0,17,0.0,16,0.67,0,Snape,1,9
Ron,3,9,3,1,27,0.11,23,0.27,2,Hagrid,3,1
Ginny,10,6,1,3,13,0.59,1,0.13,3,Lupin,2,2
Goyle,35,8,22,2,39,2.37,0,0.37,4,Snape,4,2
Ron,49,4,22,1,46,0.98,42,0.96,2,Mcgonagall,2,5
Draco,17,3,3,2,15,0.0,7,0.29,4,Snape,1,5
Hermiona,33,1,19,2,0,0.0,0,0.38,4,Snape,1,5
George,42,6,0,2,28,0.92,20,0.68,4,Dumbledore,3,6
Goyle,34,6,15,2,32,1.76,0,0.37,4,Mcgonagall,3,3
George,46,4,23,2,51,3.43,3,0.51,4,Trelawney,4,2
George,45,6,4,2,32,1.36,16,0.64,4,Mcgonagall,2,3
Crabbe,17,8,14,2,41,0.86,0,0.27,4,Lupin,4,10
Fred,27,6,0,2,9,1.19,20,0.49,4,Snape,3,2
Draco,21,6,1,2,13,0.3,9,0.31,4,Lupin,2,1
George,46,6,29,2,57,2.08,9,0.57,4,Hagrid,2,2
Hermiona,37,1,23,2,0,0.0,0,0.38,4,Trelawney,1,1
Sedric,41,2,12,2,26,0.0,18,0.62,4,Mcgonagall,1,3
Hermiona,37,2,23,2,0,1.66,0,0.38,4,Trelawney,2,1
George,40,4,11,2,39,0.71,9,0.57,4,Snape,2,8
Goyle,30,1,4,2,21,0.75,0,0.37,4,Trelawney,1,7
Hermiona,33,6,15,2,0,1.05,0,0.38,4,Lupin,3,5
George,40,6,23,2,51,1.38,3,0.51,4,Trelawney,3,8
Fred,19,3,0,2,9,0.0,20,0.49,4,Dumbledore,1,10
Goyle,34,1,26,2,43,1.32,0,0.37,4,Lupin,1,3
Sedric,38,4,7,2,21,1.25,23,0.67,4,Trelawney,2,6
Harry,46,4,16,0,27,0.0,26,0.77,0,Hagrid,4,5
Ron,0,9,22,1,46,0.48,42,0.46,2,Mcgonagall,3,4
Draco,14,12,10,2,22,0.67,0,0.22,4,Mcgonagall,4,8
Ginny,5,3,9,3,21,0.92,9,0.21,3,Trelawney,3,7
Ginny,7,4,4,3,16,0.82,4,0.16,3,Sprout,4,5
Sedric,42,4,0,2,14,1.16,30,0.74,4,Dumbledore,4,2
George,45,6,11,2,39,2.01,9,0.57,4,Snape,3,3
Fred,26,6,0,2,9,0.36,20,0.49,4,Snape,2,3
Harry,49,3,16,0,27,0.0,26,0.77,0,Hagrid,1,2
Ginny,9,6,27,3,39,1.5,27,0.39,3,Snape,2,3
George,41,8,15,2,43,2.78,5,0.53,4,Lupin,4,7
Sedric,38,12,5,2,19,1.79,25,0.69,4,Snape,4,6
George,42,9,15,2,43,2.5,5,0.53,4,Lupin,3,6
Goyle,27,3,26,2,43,1.16,0,0.37,4,Lupin,1,10
Ron,44,9,27,1,51,0.78,47,1.01,2,Trelawney,3,10
Ron,3,6,22,1,46,0.55,42,0.46,2,Sprout,3,1
Draco,13,2,26,2,38,1.4,16,0.38,4,Sprout,2,9
Fred,24,6,12,2,21,1.29,8,0.37,4,Trelawney,2,5
Crabbe,26,6,18,2,45,1.58,0,0.27,4,Snape,2,1
Goyle,34,8,22,2,39,2.78,0,0.37,4,Snape,4,3
Harry,0,4,16,0,27,0.0,26,0.27,0,Hagrid,4,1
Ron,1,6,3,1,27,0.07,23,0.27,2,Hagrid,2,3
Draco,18,4,0,2,12,0.65,10,0.32,4,Dumbledore,2,4
Fred,20,8,4,2,13,0.67,16,0.45,4,Lupin,4,9
Ron,47,2,3,1,27,0.55,23,0.77,2,Hagrid,1,7
Ron,2,9,19,1,43,0.23,39,0.43,2,Lupin,3,2
Goyle,30,1,4,2,21,0.75,0,0.37,4,Trelawney,1,7
Ginny,9,9,0,3,12,0.48,0,0.12,3,Dumbledore,3,3
Crabbe,17,3,6,2,33,0.51,0,0.27,4,Trelawney,1,10
Goyle,33,9,10,2,27,1.54,0,0.37,4,Hagrid,3,4
George,42,3,29,2,57,1.56,9,0.57,4,Hagrid,3,6
Goyle,35,2,4,2,21,0.54,0,0.37,4,Trelawney,2,2
Ron,49,12,27,1,51,1.58,47,1.01,2,Trelawney,4,5
Draco,16,4,26,2,38,1.75,16,0.38,4,Sprout,4,6
Harry,0,9,9,0,20,0.0,19,0.2,0,Mcgonagall,3,1
Crabbe,18,6,11,2,38,0.8,0,0.27,4,Sprout,2,9
Harry,42,9,25,0,36,0.0,35,0.86,0,Sprout,3,9
George,41,4,29,2,57,3.48,9,0.57,4,Hagrid,4,7
George,47,2,18,2,46,1.43,2,0.5,4,Sprout,1,1
Sedric,43,4,13,2,27,1.55,17,0.61,4,Hagrid,2,1
Hermiona,33,8,15,2,0,2.39,0,0.38,4,Lupin,4,5
Goyle,31,2,0,2,17,0.0,0,0.37,4,Dumbledore,1,6
Crabbe,19,4,25,2,52,1.83,0,0.27,4,Mcgonagall,4,8
Sedric,43,2,7,2,21,0.69,23,0.67,4,Trelawney,2,1
Sedric,39,2,29,2,43,0.94,1,0.45,4,Lupin,2,5
Sedric,41,2,28,2,42,1.91,2,0.46,4,Sprout,2,3
Ginny,6,6,15,3,27,1.13,15,0.27,3,Hagrid,2,6
Draco,12,12,9,2,21,0.87,1,0.23,4,Trelawney,4,10
Ginny,10,4,4,3,16,1.04,4,0.16,3,Sprout,4,2
George,45,6,11,2,39,0.78,9,0.57,4,Snape,2,3
Hermiona,32,6,23,2,0,1.97,0,0.38,4,Trelawney,2,6
Ginny,3,6,0,3,12,0.16,0,0.12,3,Dumbledore,3,9
Harry,48,9,10,0,21,0.0,20,0.71,0,Trelawney,3,3
Crabbe,22,6,11,2,38,0.73,0,0.27,4,Sprout,3,5
Crabbe,19,3,18,2,45,0.81,0,0.27,4,Snape,3,8
Crabbe,22,9,0,2,27,0.97,0,0.27,4,Hagrid,3,5
George,40,9,15,2,43,2.42,5,0.53,4,Lupin,3,8
Fred,23,6,0,2,9,0.32,20,0.49,4,Snape,2,6
Harry,48,6,9,0,20,0.0,19,0.7,0,Mcgonagall,2,3
Draco,21,3,26,2,38,0.65,16,0.38,4,Sprout,1,1
Fred,21,1,12,2,21,0.73,8,0.37,4,Trelawney,1,8
Harry,49,2,16,0,27,0.0,26,0.77,0,Hagrid,1,2
Harry,43,2,16,0,27,0.0,26,0.77,0,Hagrid,1,8
George,40,12,4,2,32,1.22,16,0.64,4,Mcgonagall,4,8
Harry,46,6,25,0,36,0.0,35,0.86,0,Sprout,3,5
Ginny,3,2,15,3,27,0.0,15,0.27,3,Hagrid,1,9
Ron,0,2,0,1,24,0.0,20,0.24,2,Dumbledore,1,4
Ginny,4,3,20,3,32,1.58,20,0.32,3,Mcgonagall,3,8
Ginny,5,8,1,3,13,0.25,1,0.13,3,Lupin,4,7
Ginny,9,4,0,3,12,0.37,0,0.12,3,Dumbledore,4,3
Hermiona,35,6,23,2,0,1.61,0,0.38,4,Trelawney,2,3
Fred,26,6,0,2,9,1.14,20,0.49,4,Snape,3,3
Draco,21,9,26,2,38,2.07,16,0.38,4,Sprout,3,1
Ginny,8,9,0,3,12,0.43,0,0.12,3,Dumbledore,3,4
Crabbe,20,3,18,2,45,0.0,0,0.27,4,Snape,1,7
Ron,2,3,19,1,43,0.0,39,0.43,2,Lupin,1,2
Harry,46,3,9,0,20,0.0,19,0.7,0,Mcgonagall,3,5
Draco,21,1,9,2,21,0.0,1,0.23,4,Trelawney,1,1
Crabbe,20,9,25,2,52,1.98,0,0.27,4,Mcgonagall,3,7
Fred,19,2,18,2,27,1.33,2,0.31,4,Hagrid,2,10
Sedric,35,3,7,2,21,1.51,23,0.67,4,Trelawney,3,9
Fred,23,2,4,2,13,0.97,16,0.45,4,Lupin,2,6
Goyle,34,1,0,2,17,0.47,0,0.37,4,Dumbledore,1,3
George,40,3,0,2,28,1.43,20,0.68,4,Dumbledore,3,8
Hermiona,30,1,26,2,0,0.0,0,0.38,4,Mcgonagall,1,8
Ron,2,4,19,1,43,0.29,39,0.43,2,Lupin,4,2
Ron,48,1,15,1,39,0.69,35,0.89,2,Snape,1,6
Fred,22,3,7,2,16,1.04,13,0.42,4,Mcgonagall,3,7
Ginny,2,3,15,3,27,0.35,15,0.27,3,Hagrid,1,10
Draco,14,6,1,2,13,0.33,9,0.31,4,Lupin,3,8
Fred,20,9,23,2,32,1.89,3,0.32,4,Sprout,3,9
Goyle,32,8,15,2,32,2.34,0,0.37,4,Mcgonagall,4,5
George,43,6,18,2,46,1.69,2,0.5,4,Sprout,2,5
Goyle,36,4,26,2,43,2.22,0,0.37,4,Lupin,2,1
George,42,2,18,2,46,1.32,2,0.5,4,Sprout,1,6
George,42,8,4,2,32,2.29,16,0.64,4,Mcgonagall,4,6
Harry,0,2,16,0,27,0.0,26,0.27,0,Hagrid,2,1
Fred,27,8,0,2,9,1.12,20,0.49,4,Dumbledore,4,2
Ron,46,9,22,1,46,1.22,42,0.96,2,Mcgonagall,3,8
George,39,6,15,2,43,1.19,5,0.53,4,Lupin,3,9
Ginny,9,4,15,3,27,1.0,15,0.27,3,Hagrid,4,3
George,47,9,18,2,46,1.43,2,0.5,4,Sprout,3,1
Ginny,4,1,27,3,39,1.02,27,0.39,3,Snape,1,8
Hermiona,32,8,18,2,0,1.39,0,0.38,4,Sprout,4,6
Goyle,31,4,4,2,21,1.25,0,0.37,4,Trelawney,2,6
Sedric,41,4,13,2,27,1.5,17,0.61,4,Hagrid,2,3
Crabbe,17,4,11,2,38,1.0,0,0.27,4,Sprout,2,10
Ginny,3,6,1,3,13,0.13,1,0.13,3,Lupin,3,9
Hermiona,34,8,19,2,0,2.63,0,0.38,4,Snape,4,4
Sedric,39,6,13,2,27,1.44,17,0.61,4,Hagrid,2,5
Sedric,38,9,0,2,14,1.67,30,0.74,4,Dumbledore,3,6
Hermiona,37,12,23,2,0,2.5,0,0.38,4,Trelawney,4,1
Crabbe,19,6,11,2,38,1.08,0,0.27,4,Sprout,2,8
Ron,44,12,15,1,39,1.23,35,0.89,2,Snape,4,10
George,45,3,11,2,39,0.78,9,0.57,4,Snape,1,3
Fred,26,4,18,2,27,0.61,2,0.31,4,Hagrid,2,3
Harry,48,4,0,0,11,0.0,10,0.61,0,Dumbledore,2,3
Crabbe,24,4,6,2,33,0.42,0,0.27,4,Trelawney,2,3
George,43,6,23,2,51,2.37,3,0.51,4,Trelawney,2,5
Sedric,42,1,0,2,14,0.92,30,0.74,4,Dumbledore,1,2
George,43,2,18,2,46,0.85,2,0.5,4,Sprout,2,5
Hermiona,30,2,29,2,0,1.3,0,0.38,4,Hagrid,1,8
Ginny,2,3,9,3,21,0.23,9,0.21,3,Trelawney,1,10
Ginny,3,9,27,3,39,1.61,27,0.39,3,Snape,3,9
Hermiona,37,8,0,2,0,1.54,0,0.38,4,Dumbledore,4,1
Fred,20,6,0,2,9,0.55,20,0.49,4,Dumbledore,2,9
Ron,3,8,3,1,27,0.15,23,0.27,2,Hagrid,4,1
Harry,42,6,10,0,21,0.0,20,0.71,0,Trelawney,2,9
George,47,4,0,2,28,1.68,20,0.68,4,Dumbledore,2,1
George,44,12,4,2,32,2.0,16,0.64,4,Mcgonagall,4,4
Draco,21,4,10,2,22,0.43,0,0.22,4,Mcgonagall,2,1
Fred,24,3,23,2,32,1.03,3,0.32,4,Sprout,1,5
Draco,20,6,15,2,27,1.25,5,0.27,4,Hagrid,2,2
Crabbe,23,9,14,2,41,1.63,0,0.27,4,Lupin,3,4
Ginny,11,4,1,3,13,0.75,1,0.13,3,Lupin,4,1
Sedric,40,6,13,2,27,1.9,17,0.61,4,Hagrid,2,4
Fred,23,1,4,2,13,0.37,16,0.45,4,Lupin,1,6
Crabbe,24,3,18,2,45,1.51,0,0.27,4,Snape,3,3
Sedric,40,12,0,2,14,1.99,30,0.74,4,Dumbledore,4,4
Goyle,34,3,0,2,17,0.47,0,0.37,4,Dumbledore,1,3
Hermiona,32,3,15,2,0,0.0,0,0.38,4,Lupin,1,6
George,46,9,0,2,28,1.65,20,0.68,4,Dumbledore,3,2
Goyle,33,6,29,2,46,2.22,0,0.37,4,Sprout,3,4
George,47,2,15,2,43,0.86,5,0.53,4,Lupin,2,1
George,44,4,23,2,51,2.79,3,0.51,4,Trelawney,4,4
Draco,19,8,3,2,15,0.61,7,0.29,4,Snape,4,3
Hermiona,30,1,15,2,0,0.62,0,0.38,4,Lupin,1,8
Hermiona,34,4,18,2,0,1.44,0,0.38,4,Sprout,4,4
Fred,20,4,0,2,9,0.72,20,0.49,4,Snape,2,9
Ron,44,4,22,1,46,0.91,42,0.96,2,Sprout,4,10
Sedric,37,1,13,2,27,0.0,17,0.61,4,Hagrid,1,7
Hermiona,34,1,23,2,0,1.25,0,0.38,4,Trelawney,1,4
Hermiona,34,3,19,2,0,1.16,0,0.38,4,Snape,1,4
George,45,9,29,2,57,2.65,9,0.57,4,Hagrid,3,3
Harry,49,12,10,0,21,0.0,20,0.71,0,Trelawney,4,2
Crabbe,23,3,25,2,52,2.11,0,0.27,4,Mcgonagall,3,4
Crabbe,21,8,25,2,52,1.28,0,0.27,4,Mcgonagall,4,6
Ginny,6,2,1,3,13,0.38,1,0.13,3,Lupin,2,6
Goyle,32,4,22,2,39,0.75,0,0.37,4,Snape,2,5
Ron,1,4,19,1,43,0.42,39,0.43,2,Lupin,4,3
George,39,4,11,2,39,2.48,9,0.57,4,Snape,4,9
Hermiona,31,6,29,2,0,1.66,0,0.38,4,Hagrid,2,7
Ginny,10,8,0,3,12,0.62,0,0.12,3,Dumbledore,4,2
Goyle,33,1,22,2,39,0.76,0,0.37,4,Snape,1,4
Crabbe,21,12,18,2,45,1.94,0,0.27,4,Snape,4,6
Fred,25,1,23,2,32,0.0,3,0.32,4,Sprout,1,4
Hermiona,34,12,23,2,0,2.83,0,0.38,4,Trelawney,4,4
Draco,19,3,0,2,12,0.68,10,0.32,4,Dumbledore,3,3
George,41,1,11,2,39,0.72,9,0.57,4,Snape,1,7
Ginny,10,2,0,3,12,0.0,0,0.12,3,Dumbledore,1,2
Hermiona,33,6,29,2,0,1.72,0,0.38,4,Hagrid,2,5
Harry,48,3,6,0,17,0.0,16,0.67,0,Snape,3,3
Draco,17,6,10,2,22,1.19,0,0.22,4,Mcgonagall,3,5
Draco,21,2,9,2,21,1.08,1,0.23,4,Trelawney,2,1
Crabbe,21,12,6,2,33,1.34,0,0.27,4,Trelawney,4,6
Ron,2,3,0,1,24,0.04,20,0.24,2,Dumbledore,3,2
Ginny,6,6,20,3,32,1.4,20,0.32,3,Mcgonagall,2,6
Ron,0,2,27,1,51,0.3,47,0.51,2,Trelawney,1,4
Goyle,35,12,26,2,43,1.69,0,0.37,4,Lupin,4,2
Draco,15,3,1,2,13,0.7,9,0.31,4,Lupin,3,7
Crabbe,24,6,18,2,45,1.51,0,0.27,4,Snape,2,3
Draco,13,2,26,2,38,0.0,16,0.38,4,Sprout,1,9
Hermiona,35,8,15,2,0,2.48,0,0.38,4,Lupin,4,3
Ginny,8,4,1,3,13,0.56,1,0.13,3,Lupin,4,4
Fred,20,6,0,2,9,0.28,20,0.49,4,Dumbledore,2,9
Crabbe,20,8,0,2,27,0.99,0,0.27,4,Dumbledore,4,7
Hermiona,37,4,23,2,0,1.66,0,0.38,4,Trelawney,2,1
Sedric,37,6,29,2,43,0.91,1,0.45,4,Lupin,2,7
Hermiona,30,2,19,2,0,1.76,0,0.38,4,Snape,2,8
Draco,20,6,1,2,13,0.29,9,0.31,4,Lupin,2,2
Ginny,10,3,1,3,13,0.36,1,0.13,3,Lupin,3,2
Hermiona,35,8,19,2,0,2.68,0,0.38,4,Snape,4,3
Sedric,42,6,0,2,14,0.92,30,0.74,4,Dumbledore,3,2
Draco,14,4,1,2,13,0.54,9,0.31,4,Lupin,2,8
Crabbe,22,6,0,2,27,0.79,0,0.27,4,Hagrid,2,5
Ginny,3,6,15,3,27,0.37,15,0.27,3,Hagrid,2,9
Sedric,35,8,5,2,19,1.11,25,0.69,4,Snape,4,9
Ginny,11,9,0,3,12,0.73,0,0.12,3,Dumbledore,3,1
George,44,3,23,2,51,1.47,3,0.51,4,Trelawney,1,4
Draco,19,9,26,2,38,0.99,16,0.38,4,Sprout,3,3
Ginny,3,2,4,3,16,0.0,4,0.16,3,Sprout,1,9
Fred,23,3,23,2,32,0.64,3,0.32,4,Sprout,1,6
Draco,17,6,3,2,15,0.28,7,0.29,4,Snape,2,5
Hermiona,31,12,18,2,0,1.36,0,0.38,4,Sprout,4,7
Ron,47,9,15,1,39,0.68,35,0.89,2,Snape,3,7
Sedric,43,6,28,2,42,0.98,2,0.46,4,Sprout,2,1
Harry,47,6,0,0,11,0.0,10,0.61,0,Dumbledore,3,4
Goyle,34,4,10,2,27,1.83,0,0.37,4,Hagrid,4,3
